   173/199    0.956G  0.009915   0.01437         0   0.02428        12       640    0.9974         1    0.9983    0.9979  0.004526  0.006853         0
   174/199    0.956G  0.009787   0.01205         0   0.02184         4       640    0.9974         1    0.9983    0.9358  0.002406  0.006122         0
   175/199    0.956G  0.009111   0.01192         0   0.02104         6       640    0.9974         1    0.9988    0.9974  0.002678  0.006206         0
   176/199    0.956G  0.009469   0.01203         0    0.0215         6       640    0.9974         1    0.9984    0.9984  0.004985  0.007314         0
   177/199    0.956G   0.01242   0.01366         0   0.02608         5       640    0.9974         1    0.9984    0.9984  0.003739  0.006585         0
   178/199    0.956G  0.009563   0.01237         0   0.02193         9       640    0.9974         1    0.9984    0.9761  0.004814  0.008234         0
   179/199    0.956G   0.01175   0.01583         0   0.02758         8       640    0.9974         1    0.9985     0.929  0.004804  0.006721         0
   180/199    0.956G   0.01027   0.01575         0   0.02601         6       640    0.9974         1    0.9985    0.9369  0.004046  0.006426         0
   181/199    0.956G  0.008622   0.01331         0   0.02193         4       640    0.9974         1    0.9976    0.9968  0.002807  0.005971         0
   182/199    0.956G    0.0091   0.01332         0   0.02242         4       640    0.9974         1    0.9985    0.9985  0.003676  0.006246         0
   183/199    0.956G  0.009353   0.01302         0   0.02237         4       640    0.9974         1    0.9985    0.9984  0.002768  0.005738         0
   184/199    0.956G  0.008867   0.01196         0   0.02083         2       640    0.9974         1    0.9989    0.9988  0.003931  0.006496         0
   185/199    0.956G   0.01067   0.01422         0    0.0249        16       640    0.9974         1    0.9989    0.9989  0.002494   0.00584         0
   186/199    0.956G   0.00848    0.0133         0   0.02178        16       640    0.9974         1    0.9988    0.9988  0.003815  0.006916         0
   187/199    0.956G   0.01019   0.01342         0   0.02362        16       640    0.9974         1    0.9984    0.9983  0.003949  0.006649         0
   188/199    0.956G  0.008893   0.01228         0   0.02118         6       640    0.9974         1    0.9988    0.9988  0.002885  0.005917         0
   189/199    0.956G  0.009292   0.01209         0   0.02138         9       640    0.9974         1     0.998    0.9979  0.003622  0.006271         0
   190/199    0.956G   0.01012   0.01179         0   0.02191        10       640    0.9974         1     0.998     0.998   0.00376  0.006521         0
   191/199    0.956G  0.009402   0.01231         0   0.02171        12       640    0.9974         1    0.9983    0.9983  0.003191  0.006123         0
   192/199    0.956G  0.008391   0.01288         0   0.02127         7       640    0.9974         1    0.9984    0.9984  0.003026  0.006163         0
   193/199    0.956G  0.008507   0.01135         0   0.01986         4       640    0.9974         1    0.9984    0.9984  0.003045   0.00605         0
   194/199    0.956G  0.007895   0.01205         0   0.01995         4       640    0.9974         1    0.9984    0.9984  0.003263  0.006306         0
   195/199    0.956G   0.01072   0.01412         0   0.02484        12       640    0.9974         1     0.998     0.998  0.003305  0.006515         0
   196/199    0.956G  0.009968   0.01354         0    0.0235        14       640    0.9974         1    0.9984    0.9984  0.002128   0.00576         0
   197/199    0.956G   0.00886    0.0129         0   0.02176        16       640    0.9974         1    0.9978    0.9978  0.002956  0.006652         0
   198/199    0.956G  0.009188   0.01219         0   0.02138         8       640    0.9974         1    0.9978    0.9978  0.003382  0.006271         0
   199/199    0.956G  0.008071   0.01381         0   0.02188        16       640    0.9974         1    0.9981    0.9953  0.002628  0.005957         0
